Id,Review,Sentiment
5480,lot fun course think simply short present topic sufficient detail furthermore took course without prior course specialization couple moment really thought previous knowledge different course required think part lecturer great job explaining material course lecture also well structured topic followed logical order would loved spend time modeling technique markov chain monte carlo,3
5481,mismatch assessment course content able_NEG pass_NEG assessment_NEG fallen_NEG behind_NEG course_NEG busy_NEG catch_NEG,1
5482,course challenging one among course specialization wish explanation get smith smith like_NEG appears_NEG equal_NEG also_NEG watch_NEG ben_NEG lambert_NEG bayesian_NEG course_NEG youtube_NEG understand_NEG material_NEG second_NEG week_NEG prof_NEG david_NEG banks_NEG good_NEG enough_NEG explanation_NEG assistant_NEG prof_NEG mine_NEG amazing_NEG teaching_NEG skills_NEG prof_NEG rise_NEG clyde_NEG good_NEG explanations_NEG understand_NEG tried_NEG present_NEG complicated_NEG material_NEG simple_NEG way_NEG already_NEG mentioned_NEG wish_NEG explanations_NEG casualty_NEG formulas_NEG examples_NEG intuition_NEG stands_NEG behind_NEG formulas_NEG like_NEG ben_NEG lambert_NEG videos_NEG many_NEG thanks_NEG amazing_NEG experience_NEG,3
5483,hope access slide save attendee lot time think finished watching video skip relevant slide come across problem exercise,3
5484,course clearly come ambition cover important topic bayesian statistic however probably due time limit lecturer skim content without sometimes necessary explanation result lecture difficult follow,1
5485,course well_NEG presented_NEG lectures_NEG unimaginative_NEG enough_NEG supporting_NEG material_NEG readings_NEG,1
5486,course cover good amount bayesian statistic however presentation video starting week really suck change instructor difference topic obviously instructor good_NEG explaining_NEG reading_NEG material_NEG videos_NEG skipped_NEG many_NEG medium_NEG steps_NEG actually_NEG crucial_NEG understanding_NEG concepts_NEG suggested_NEG reading_NEG materials_NEG either_NEG also_NEG quiz_NEG well_NEG designed_NEG either_NEG example_NEG quiz_NEG much_NEG simpler_NEG course_NEG material_NEG makes_NEG helpful_NEG understand_NEG course_NEG material_NEG times_NEG opposite_NEG first_NEG three_NEG courses_NEG specialization_NEG good_NEG somehow_NEG course_NEG way_NEG quality_NEG previous_NEG ones_NEG,1
5487,course lack explanation difficult follow seems instructor read slide without reasoning explanation suggested reading material needed,1
5488,section beta binomial conjugate taught fast unless student quite familiar beta gamma distribution make difficult follow course,3
5489,understand_NEG come_NEG course_NEG get_NEG high_NEG reviews_NEG experience_NEG course_NEG horrible_NEG first_NEG quiz_NEG poorly_NEG designed_NEG lots_NEG mistakes_NEG instance_NEG week_NEG mistakes_NEG wasted_NEG tons_NEG times_NEG lectures_NEG also_NEG difficult_NEG follow_NEG instructors_NEG usually_NEG give_NEG formulas_NEG without_NEG explanation_NEG forced_NEG go_NEG week_NEG finally_NEG give_NEG feel_NEG like_NEG waste_NEG time_NEG need_NEG find_NEG better_NEG course_NEG topic_NEG course_NEG courses_NEG well_NEG designed_NEG one_NEG worst_NEG ever_NEG experienced_NEG,1
5490,useful,3
5491,beta tested course amazing experience instructor super engaging upbeat despite delivery complex subject like bayesian statistic quiz rich nice balance practice quiz graded quiz practice quiz offer helpful explanation help reinforce understanding graded quiz last least_NEG final_NEG project_NEG description_NEG super_NEG exciting_NEG thorough_NEG highly_NEG look_NEG forward_NEG completing_NEG course_NEG get_NEG deep_NEG introduction_NEG bayesian_NEG statistics_NEG,3
5492,pal send certificate bank,3
5493,powerful thanks lot,3
5494,really enjoyed course applicable aspect life gave perspective past negotiation could make next negotiation whatever life better,3
5495,art administrative order success course,3
5496,great course lot interesting information,3
5497,much_NEG useful_NEG limited_NEG dropped_NEG week_NEG half_NEG,1
5498,great couse,3
5499,home_NEG works_NEG,1
5500,loved learned lot,3
5501,thanks,3
5502,negotiation one best skill person interaction including relationship certain degree would take,3
5503,excellent course negotiation skill explained way easy follow practice,3
5504,well done good content,3
5505,effective way teaching,3
5506,good course quick understanding basic negotiation also helpful go upcoming negotiation,3
5507,thank,3
5508,good gather looking interesting skill,3
5509,informative expanding skill terminology,3
5510,clear,3
5511,way general,1
5512,many theory boring,1
5513,instructor kept referring different author book sure_NEG saying_NEG true_NEG reading_NEG screen_NEG actually_NEG teaching_NEG might_NEG easier_NEG bit_NEG beneficial_NEG read_NEG well_NEG prepared_NEG set_NEG slides_NEG first_NEG set_NEG quiz_NEG questions_NEG also_NEG really_NEG relevant_NEG actual_NEG lesson_NEG quite_NEG disappointed_NEG part_NEG specialization_NEG sections_NEG depth_NEG presentations_NEG clear_NEG information_NEG lots_NEG examples_NEG great_NEG slides_NEG,1
5514,interesting inspiring course material good quality teacher mind excellent,3
5515,could course much wish practical aspect,1
5516,great course important point consider negotiation,3
5517,great great teacher inspired,3
5518,great short course like main point brought would great real case study negotiation went well badly learn even reading case would set whole thing context,3
5519,course mostly theoretical,3
5520,good resource material self study guest spare interesting,3
5521,thanks,3
5522,nice explanation negotiation,3
5523,really helpful work,3
5524,bit boring still informative,2
5525,one complicated course happy learn cause pretty useful helpful,3
5526,found course much theoretical included mathematical model way relate day day life thanks,1
5527,great tip new world opened,3
5528,good could use soft skill,3
5529,good course recommend,3
5530,think great course give fundamental knowledge negotiation although provides detail information give u overview start negotiation everyone organization,3
5531,helpful class learn strategy improve performance negotiation table,3
5532,like course covered negotiation general relatively short time however found lecture dry theoretical lacked real life example,1
5533,fluent like reading script,1
5534,good course topic well explained,3
5535,excellent course provides right framework handle negotiation,3
5536,succinct point great content professor clear confident,3
5537,enjoyed well finding dont know_NEG much_NEG thought_NEG,3
5538,course lot knowledge well structured content,3
5539,structured easy understand clear advocate positive value based approach negotiation,3
5540,learned lot good concept well prepared lesson great teacher,3
5541,good course,3
5542,hard time paying attention woman speaking dropped course completing week one,1
5543,great course,3
5544,discussion_NEG forum_NEG concepts_NEG made_NEG confused_NEG want_NEG discuss_NEG classmates_NEG another_NEG thing_NEG almost_NEG example_NEG teacher_NEG say_NEG principles_NEG think_NEG one_NEG two_NEG example_NEG principle_NEG may_NEG make_NEG concepts_NEG clear_NEG understood_NEG easier_NEG,2
5545,good point logical concisely presented definitely influence way approach negotiation particularly like idea party need come away satisfied outcome,3
5546,insightful course thank much appreciated,3
5547,course structure content good interesting,3
5548,useful course informative,3
5549,best negotiation course attended focused principle negotiation take u step needed become successful honest negotiator great delivery thank,3
5550,totally worth taking course intend improve negotiation skill simply haggling bargaining true win win agreement,3
5551,bad course content barely applied outside u know_NEG perspective_NEG explained_NEG sales_NEG purchasing_NEG people_NEG videos_NEG bad_NEG quality_NEG teacher_NEG babbling_NEG extra_NEG resources_NEG interaction_NEG audience_NEG outside_NEG assessments_NEG,1
5552,course offered nothing significant_NEG new_NEG anyone_NEG spent_NEG time_NEG around_NEG business_NEG government_NEG negotiations_NEG really_NEG seems_NEG though_NEG instructor_NEG either_NEG assumes_NEG students_NEG completely_NEG inept_NEG free_NEG course_NEG producing_NEG reasonably_NEG viable_NEG product_NEG necessary_NEG,1
